,title,year,vote_count,vote_average,popularity,genres,overview
1575,Gattaca,1997,1846,7,12.89312,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']","Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program."
1460,The Fifth Element,1997,3962,7,24.30526,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity."
39097,The Conjuring 2,2016,2018,7,14.767317,['Horror'],Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.
1495,Hercules,1997,1741,7,14.048694,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']","Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!"
39048,The Fundamentals of Caring,2016,560,7,6.138199,"['Comedy', 'Drama']","Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship."
1512,Contact,1997,1338,7,14.374866,"['Drama', 'Science Fiction', 'Mystery']","Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality."
38798,Captain Fantastic,2016,1569,7,16.519276,"['Adventure', 'Comedy', 'Drama', 'Romance']",A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.
1537,The Hunt for Red October,1990,971,7,15.91126,"['Action', 'Adventure', 'Thriller']","A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues."
1544,L.A. Confidential,1997,1340,7,10.989442,"['Crime', 'Drama', 'Mystery', 'Thriller']",Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.
1545,Seven Years in Tibet,1997,644,7,11.483493,"['Adventure', 'Drama', 'History']","Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life."
1551,The Game,1997,1556,7,14.825587,"['Drama', 'Thriller', 'Mystery']","In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins."
38501,The Nice Guys,2016,2382,7,16.075615,"['Action', 'Comedy', 'Crime', 'Thriller']",A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.
1308,Star Trek: First Contact,1996,671,7,8.808497,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
1302,The Omen,1976,485,7,16.641277,"['Horror', 'Thriller']","Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976."
1299,A Nightmare on Elm Street,1984,1212,7,13.694713,['Horror'],"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world..."
1297,Carrie,1976,977,7,9.277692,"['Horror', 'Thriller']","Carrie may be ostracized, but the shy teen has the ability to move objects with her mind. So when the high school ""in crowd"" torments her with a sick joke at the prom, she lashes out with devastating -- and deadly -- power."
1204,La Femme Nikita,1990,511,7,6.586401,"['Action', 'Thriller']","A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government."
1205,The Bridge on the River Kwai,1957,554,7,8.851646,"['Drama', 'History', 'War']","The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans."
1207,Chinatown,1974,939,7,12.29227,"['Crime', 'Drama', 'Mystery', 'Thriller']","Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together."
1214,Stand by Me,1986,1568,7,15.206957,"['Crime', 'Drama']","After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy."
1216,Evil Dead II,1987,760,7,13.520764,"['Horror', 'Comedy', 'Fantasy']",Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.
1217,The Great Escape,1963,731,7,14.384114,"['Adventure', 'Drama', 'History', 'Thriller', 'War']","The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story."
1218,The Deer Hunter,1978,943,7,7.729445,"['Drama', 'War']","A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return."
1220,Groundhog Day,1993,2358,7,12.989627,"['Romance', 'Fantasy', 'Drama', 'Comedy']","A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over."
1221,Unforgiven,1992,1133,7,10.942149,['Western'],"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff."
1229,Akira,1988,792,7,10.888917,"['Science Fiction', 'Animation']","Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend."
39962,Moonlight,2016,1831,7,14.171675,['Drama'],"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality."
1233,Young Frankenstein,1974,880,7,9.339316,"['Comedy', 'Science Fiction']","A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind."
1237,Fantasia,1940,831,7,8.03796,"['Animation', 'Family', 'Music']","Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again."
1242,Ben-Hur,1959,660,7,14.319743,"['Action', 'Adventure', 'Drama', 'History']","Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken."
1246,Indiana Jones and the Last Crusade,1989,3221,7,14.788987,"['Adventure', 'Action']","When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life."
1248,Gandhi,1982,730,7,12.383755,"['Drama', 'History']","In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed."
1258,Butch Cassidy and the Sundance Kid,1969,659,7,6.714577,"['History', 'Drama', 'Western', 'Crime']","In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all."
1261,When Harry Met Sally...,1989,974,7,8.34322,"['Comedy', 'Romance', 'Drama']","During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer."
39821,Train to Busan,2016,984,7,22.685169,"['Action', 'Horror', 'Thriller']","Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…"
1274,An American Werewolf in London,1981,571,7,13.390802,"['Horror', 'Comedy']",Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.
1286,The Birds,1963,959,7,11.591462,['Horror'],"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay."
1291,Dracula,1992,1087,7,16.777675,"['Romance', 'Horror']","When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness."
1295,Cape Fear,1991,692,7,10.302735,"['Crime', 'Thriller']","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss."
1567,The Devil's Advocate,1997,1414,7,10.920124,"['Drama', 'Horror', 'Mystery', 'Thriller']",A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.
38305,Snowden,2016,1285,7,14.384554,"['Drama', 'Thriller']",CIA employee Edward Snowden leaks thousands of classified documents to the press.
1199,Manhattan,1979,600,7,12.050759,"['Comedy', 'Drama', 'Romance']",The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
1919,Saving Private Ryan,1998,5148,7,21.758054,"['Drama', 'History', 'War']","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home."
1888,The Exorcist,1973,2046,7,12.137595,"['Drama', 'Horror', 'Thriller']","12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith."
1891,Lethal Weapon,1987,1367,7,13.183804,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring."
35353,Nocturnal Animals,2016,1990,7,18.908782,"['Drama', 'Thriller']","Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent."
35110,The Big Short,2015,2679,7,13.143061,"['Comedy', 'Drama']",The men who made millions from a global economic meltdown.
34502,Creed,2015,1963,7,33.449723,['Drama'],"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
1896,The Goonies,1985,1563,7,14.280703,"['Adventure', 'Comedy', 'Family']","A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie."
1902,Back to the Future Part II,1989,3926,7,13.689855,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again."
1903,Back to the Future Part III,1990,2978,7,13.043999,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen."
34196,Concussion,2015,844,7,7.739783,['Drama'],"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world."
34099,Trumbo,2015,507,7,7.358726,['Drama'],The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.
1914,The Godfather: Part III,1990,1589,7,17.185349,"['Crime', 'Drama', 'Thriller']","In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing."
1967,Blue Velvet,1986,758,7,7.882247,"['Crime', 'Drama', 'Mystery', 'Thriller']","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child."
1595,Boogie Nights,1997,812,7,7.595679,['Drama'],"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality."
1969,The Jungle Book,1967,1791,7,22.845448,"['Family', 'Animation', 'Adventure']","The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship."
33369,Bridge of Spies,2015,2633,7,13.707888,"['Thriller', 'Drama']","During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court."
1972,The Little Mermaid,1989,1921,7,17.496832,"['Animation', 'Family']",This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.
33362,Silence,2016,754,7,14.16938,"['Drama', 'History']","Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact."
1978,Peter Pan,1953,1380,7,16.861533,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']","Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good."
33356,Wonder Woman,2017,5025,7,294.337037,"['Action', 'Adventure', 'Fantasy']",An Amazon princess comes to the world of Man to become the greatest of the female superheroes.
33324,The Little Prince,2015,771,7,11.376954,"['Adventure', 'Animation', 'Fantasy']","Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met."
2006,Indiana Jones and the Temple of Doom,1984,2841,7,15.802306,"['Adventure', 'Action']","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace."
33041,Spotlight,2015,2751,7,14.63239,"['Drama', 'Thriller', 'History']","The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
2051,Rosemary's Baby,1968,892,7,11.504558,"['Horror', 'Drama', 'Mystery']",A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.
2052,The NeverEnding Story,1984,1031,7,14.225919,"['Drama', 'Family', 'Fantasy', 'Adventure']","While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing."
1885,Poltergeist,1982,811,7,11.776326,['Horror'],"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late."
1873,Halloween,1978,1066,7,13.672759,"['Horror', 'Thriller']","In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets."
1859,The Breakfast Club,1985,2189,7,12.627678,"['Comedy', 'Drama']","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought."
1858,Labyrinth,1986,618,7,13.009688,"['Adventure', 'Family', 'Fantasy']","Frustrated with babysitting on yet another weekend night, Sarah - a teenager with an active imagination - summons the Goblins from her favourite book, ""Labyrinth"", to take the baby stepbrother away. When little Toby actually disappears, Sarah must follow him into the world of the fairytale to rescue him from the Goblin King!"
1604,The Truman Show,1998,4702,7,13.155901,"['Comedy', 'Drama']","Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life."
38186,Perfect Strangers,2016,803,7,6.984664,"['Comedy', 'Drama']","During a dinner, a group of friends decide to share whatever text message or phone call they will receive during the evening - and all hell breaks loose."
1610,Anastasia,1997,1481,7,11.911173,"['Animation', 'Family']","This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters."
1624,Good Will Hunting,1997,2880,7,15.064833,['Drama'],"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire."
1639,Titanic,1997,7770,7,26.88907,"['Drama', 'Romance', 'Thriller']","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning."
1647,Jackie Brown,1997,1580,7,16.415498,"['Comedy', 'Crime', 'Romance']","Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”."
1650,The Big Lebowski,1998,3001,7,15.952524,"['Comedy', 'Crime']","Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money."
1661,Dark City,1998,838,7,12.851984,"['Mystery', 'Science Fiction']","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans."
1689,As Good as It Gets,1997,946,7,9.374049,"['Comedy', 'Romance']","New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast."
37562,Eye in the Sky,2015,532,7,10.564701,"['Drama', 'Thriller', 'War']",A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.
37505,They Call Me Jeeg Robot,2015,575,7,10.649494,"['Action', 'Drama', 'Comedy', 'Thriller', 'Science Fiction']","Enzo Ceccotti comes into contact with a radioactive substance, then accidently discovers he has superpowers. A touchy, navel-gazing introvert, he’s sure his new capabilities will do wonders for his life of crime, but that all changes when he meets Alessia, who’s convinced he’s the hero from the famous Japanese comic strip, Steel Jeeg Robot."
36600,Hunt for the Wilderpeople,2016,453,7,9.259371,"['Drama', 'Adventure', 'Comedy']","Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive."
36253,Zootopia,2016,4961,7,26.024868,"['Animation', 'Adventure', 'Family', 'Comedy']","Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery."
1775,Fear and Loathing in Las Vegas,1998,1321,7,9.220346,"['Adventure', 'Drama', 'Comedy']","The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether."
1798,Mulan,1998,2089,7,21.180857,"['Animation', 'Family', 'Adventure']","A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang."
36248,Race,2016,492,7,7.979302,"['Action', 'Drama']","Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend."
36223,Me Before You,2016,2674,7,34.34759,"['Drama', 'Romance']","A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine."
36013,Eddie the Eagle,2016,682,7,7.528276,"['Comedy', 'Drama', 'History']","Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics."
1812,Pi,1998,600,7,10.621362,"['Mystery', 'Drama', 'Thriller']",The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.
1844,The French Connection,1971,435,7,6.694959,"['Action', 'Crime', 'Thriller']",Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.
1845,Rocky,1976,1843,7,14.774066,['Drama'],"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break."
1846,Kramer vs. Kramer,1979,483,7,9.741644,['Drama'],"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy."
1852,Rain Man,1988,1762,7,11.267467,['Drama'],Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.
1202,The Graduate,1967,855,7,12.057829,['Drama'],A recent college graduate finds himself in a love triangle with an older woman and her daughter.
1195,The Terminator,1984,4208,7,19.293562,"['Action', 'Thriller', 'Science Fiction']","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
2067,Rope,1948,539,7,7.248676,"['Crime', 'Drama', 'Mystery', 'Thriller']","Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime."
